"id","name","base_experience","height","weight","type 1","type 2","ability 1","ability 2","ability 3","move1","move2","move3","move4","hp","attack","defence","special attack","special defence","speed"
518,"musharna",170,11,605,"psychic",NA,"forewarn"," synchronize"," telepathy","psybeam"," hyper-beam"," thunder-wave"," toxic",116,55,85,107,95,29
519,"pidove",53,3,21,"normal","flying","big-pecks"," super-luck"," rivalry","razor-wind"," gust"," fly"," leer",50,55,50,36,30,43
520,"tranquill",125,6,150,"normal","flying","big-pecks"," super-luck"," rivalry","razor-wind"," gust"," fly"," leer",62,77,62,50,42,65
521,"unfezant",220,12,290,"normal","flying","big-pecks"," super-luck"," rivalry","razor-wind"," gust"," fly"," leer",80,115,80,65,55,93
522,"blitzle",59,8,298,"electric",NA,"lightning-rod"," motor-drive"," sap-sipper","stomp"," double-kick"," sand-attack"," body-slam",45,60,32,50,32,76
523,"zebstrika",174,16,795,"electric",NA,"lightning-rod"," motor-drive"," sap-sipper","stomp"," double-kick"," sand-attack"," body-slam",75,100,63,80,63,116
524,"roggenrola",56,4,180,"rock",NA,"sturdy"," weak-armor"," sand-force","sand-attack"," headbutt"," tackle"," take-down",55,75,85,25,25,15
525,"boldore",137,9,1020,"rock",NA,"sturdy"," weak-armor"," sand-force","sand-attack"," headbutt"," tackle"," strength",70,105,105,50,40,20
526,"gigalith",232,17,2600,"rock",NA,"sturdy"," sand-stream"," sand-force","sand-attack"," headbutt"," tackle"," hyper-beam",85,135,130,60,80,25
527,"woobat",65,4,21,"psychic","flying","unaware"," klutz"," simple","gust"," fly"," supersonic"," thunder-wave",65,45,43,55,43,72
528,"swoobat",149,9,105,"psychic","flying","unaware"," klutz"," simple","gust"," fly"," hyper-beam"," thunder-wave",67,57,55,77,55,114
529,"drilbur",66,3,85,"ground",NA,"sand-rush"," sand-force"," mold-breaker","scratch"," swords-dance"," cut"," take-down",60,85,40,30,45,68
530,"excadrill",178,7,404,"ground","steel","sand-rush"," sand-force"," mold-breaker","scratch"," swords-dance"," cut"," horn-drill",110,135,60,50,65,88
531,"audino",390,11,310,"normal",NA,"healer"," regenerator"," klutz","pound"," double-slap"," mega-punch"," fire-punch",103,60,86,60,86,50
532,"timburr",61,6,125,"fighting",NA,"guts"," sheer-force"," iron-fist","pound"," comet-punch"," mega-punch"," fire-punch",75,80,55,25,35,35
533,"gurdurr",142,12,400,"fighting",NA,"guts"," sheer-force"," iron-fist","pound"," mega-punch"," fire-punch"," ice-punch",85,105,85,40,50,40
534,"conkeldurr",227,14,870,"fighting",NA,"guts"," sheer-force"," iron-fist","pound"," mega-punch"," fire-punch"," ice-punch",105,140,95,55,65,45
535,"tympole",59,5,45,"water",NA,"swift-swim"," hydration"," water-absorb","growl"," supersonic"," acid"," mist",50,50,40,50,40,64
536,"palpitoad",134,8,170,"water","ground","swift-swim"," hydration"," water-absorb","growl"," supersonic"," acid"," hydro-pump",75,65,55,65,55,69
537,"seismitoad",229,15,620,"water","ground","swift-swim"," poison-touch"," water-absorb","mega-punch"," ice-punch"," mega-kick"," growl",105,95,75,85,75,74
538,"throh",163,13,555,"fighting",NA,"guts"," inner-focus"," mold-breaker","mega-punch"," fire-punch"," ice-punch"," thunder-punch",120,100,85,30,85,45
539,"sawk",163,14,510,"fighting",NA,"sturdy"," inner-focus"," mold-breaker","karate-chop"," mega-punch"," fire-punch"," ice-punch",75,125,75,30,75,85
540,"sewaddle",62,3,25,"bug","grass","swarm"," chlorophyll"," overcoat","razor-wind"," cut"," tackle"," take-down",45,53,70,40,60,42
541,"swadloon",133,5,73,"bug","grass","leaf-guard"," chlorophyll"," overcoat","cut"," tackle"," take-down"," razor-leaf",55,63,90,50,80,42
542,"leavanny",225,12,205,"bug","grass","swarm"," chlorophyll"," overcoat","swords-dance"," cut"," tackle"," take-down",75,103,80,70,80,92
543,"venipede",52,4,53,"bug","poison","poison-point"," swarm"," speed-boost","take-down"," double-edge"," poison-sting"," twineedle",30,45,59,30,39,57
544,"whirlipede",126,12,585,"bug","poison","poison-point"," swarm"," speed-boost","take-down"," double-edge"," poison-sting"," pin-missile",40,55,99,40,79,47
545,"scolipede",218,25,2005,"bug","poison","poison-point"," swarm"," speed-boost","swords-dance"," cut"," take-down"," double-edge",60,100,89,55,69,112
546,"cottonee",56,3,6,"grass","fairy","prankster"," infiltrator"," chlorophyll","absorb"," mega-drain"," leech-seed"," growth",40,27,60,37,50,66
547,"whimsicott",168,7,66,"grass","fairy","prankster"," infiltrator"," chlorophyll","gust"," hyper-beam"," absorb"," mega-drain",60,67,85,77,75,116
548,"petilil",56,5,66,"grass",NA,"chlorophyll"," own-tempo"," leaf-guard","cut"," absorb"," mega-drain"," leech-seed",45,35,50,70,50,30
549,"lilligant",168,11,163,"grass",NA,"chlorophyll"," own-tempo"," leaf-guard","swords-dance"," cut"," hyper-beam"," absorb",70,60,75,110,75,90
550,"basculin-red-striped",161,10,180,"water",NA,"reckless"," adaptability"," mold-breaker","cut"," headbutt"," tackle"," take-down",70,92,65,80,55,98
551,"sandile",58,7,152,"ground","dark","intimidate"," moxie"," anger-point","cut"," sand-attack"," body-slam"," take-down",50,72,35,35,35,65
552,"krokorok",123,10,334,"ground","dark","intimidate"," moxie"," anger-point","mega-punch"," cut"," mega-kick"," sand-attack",60,82,45,45,45,74
553,"krookodile",234,15,963,"ground","dark","intimidate"," moxie"," anger-point","mega-punch"," cut"," mega-kick"," sand-attack",95,117,80,65,70,92
554,"darumaka",63,6,375,"fire",NA,"hustle"," inner-focus",NA,"mega-punch"," fire-punch"," mega-kick"," headbutt",70,90,45,15,45,50
555,"darmanitan-standard",168,13,929,"fire",NA,"sheer-force"," zen-mode",NA,"mega-punch"," fire-punch"," mega-kick"," headbutt",105,140,55,30,55,95
556,"maractus",161,10,280,"grass",NA,"water-absorb"," chlorophyll"," storm-drain","pin-missile"," peck"," absorb"," mega-drain",75,86,67,106,67,60
557,"dwebble",65,3,145,"bug","rock","sturdy"," shell-armor"," weak-armor","swords-dance"," cut"," sand-attack"," counter",50,65,85,35,35,55
558,"crustle",170,14,2000,"bug","rock","sturdy"," shell-armor"," weak-armor","swords-dance"," cut"," sand-attack"," hyper-beam",70,105,125,65,75,45
559,"scraggy",70,6,118,"dark","fighting","shed-skin"," moxie"," intimidate","mega-punch"," fire-punch"," ice-punch"," thunder-punch",50,75,70,35,70,48
560,"scrafty",171,11,300,"dark","fighting","shed-skin"," moxie"," intimidate","mega-punch"," fire-punch"," ice-punch"," thunder-punch",65,90,115,45,115,58
561,"sigilyph",172,14,140,"psychic","flying","wonder-skin"," magic-guard"," tinted-lens","gust"," whirlwind"," fly"," ice-beam",72,58,80,103,80,97
562,"yamask",61,5,15,"ghost",NA,"mummy",NA,NA,"disable"," toxic"," psychic"," night-shade",38,30,85,55,65,30
563,"cofagrigus",169,17,765,"ghost",NA,"mummy",NA,NA,"disable"," hyper-beam"," toxic"," psychic",58,50,145,95,105,30
564,"tirtouga",71,7,165,"water","rock","solid-rock"," sturdy"," swift-swim","slam"," body-slam"," bite"," water-gun",54,78,103,53,45,22
565,"carracosta",173,12,810,"water","rock","solid-rock"," sturdy"," swift-swim","body-slam"," bite"," water-gun"," hydro-pump",74,108,133,83,65,32
566,"archen",71,5,95,"rock","flying","defeatist",NA,NA,"cut"," wing-attack"," thrash"," leer",55,112,45,74,45,70
567,"archeops",177,14,320,"rock","flying","defeatist",NA,NA,"cut"," wing-attack"," fly"," thrash",75,140,65,112,65,110
568,"trubbish",66,6,310,"poison",NA,"stench"," sticky-hold"," aftermath","pound"," double-slap"," sand-attack"," take-down",50,50,62,40,62,65
569,"garbodor",166,19,1073,"poison",NA,"stench"," weak-armor"," aftermath","pound"," double-slap"," body-slam"," take-down",80,95,82,60,82,75
570,"zorua",66,7,125,"dark",NA,"illusion",NA,NA,"scratch"," swords-dance"," cut"," take-down",40,65,40,80,40,65
571,"zoroark",179,16,811,"dark",NA,"illusion",NA,NA,"mega-punch"," scratch"," swords-dance"," cut",60,105,60,120,60,105
572,"minccino",60,4,58,"normal",NA,"cute-charm"," technician"," skill-link","pound"," double-slap"," slam"," take-down",55,50,40,40,40,75
573,"cinccino",165,5,75,"normal",NA,"cute-charm"," technician"," skill-link","pound"," slam"," take-down"," double-edge",75,95,60,65,60,115
574,"gothita",58,4,58,"psychic",NA,"frisk"," competitive"," shadow-tag","pound"," double-slap"," psybeam"," thunderbolt",45,30,50,55,65,45
575,"gothorita",137,7,180,"psychic",NA,"frisk"," competitive"," shadow-tag","pound"," double-slap"," psybeam"," thunderbolt",60,45,70,75,85,55
576,"gothitelle",221,15,440,"psychic",NA,"frisk"," competitive"," shadow-tag","pound"," double-slap"," body-slam"," psybeam",70,55,95,95,110,65
577,"solosis",58,3,10,"psychic",NA,"overcoat"," magic-guard"," regenerator","psybeam"," thunder-wave"," thunder"," toxic",45,30,40,105,50,20
578,"duosion",130,6,80,"psychic",NA,"overcoat"," magic-guard"," regenerator","psybeam"," thunder-wave"," thunder"," toxic",65,40,50,125,60,30
579,"reuniclus",221,10,201,"psychic",NA,"overcoat"," magic-guard"," regenerator","mega-punch"," fire-punch"," ice-punch"," thunder-punch",110,65,75,125,85,30
580,"ducklett",61,5,55,"water","flying","keen-eye"," big-pecks"," hydration","gust"," wing-attack"," fly"," double-edge",62,44,50,44,50,55
581,"swanna",166,13,242,"water","flying","keen-eye"," big-pecks"," hydration","gust"," wing-attack"," fly"," double-edge",75,87,63,87,63,98
582,"vanillite",61,4,57,"ice",NA,"ice-body"," snow-cloak"," weak-armor","mist"," ice-beam"," blizzard"," toxic",36,50,50,65,60,44
583,"vanillish",138,11,410,"ice",NA,"ice-body"," snow-cloak"," weak-armor","mist"," ice-beam"," blizzard"," toxic",51,65,65,80,75,59
584,"vanilluxe",241,13,575,"ice",NA,"ice-body"," snow-warning"," weak-armor","mist"," ice-beam"," blizzard"," hyper-beam",71,95,85,110,95,79
585,"deerling-spring",67,6,195,"normal","grass","chlorophyll"," sap-sipper"," serene-grace","double-kick"," jump-kick"," sand-attack"," headbutt",60,60,50,40,50,75
586,"sawsbuck-spring",166,19,925,"normal","grass","chlorophyll"," sap-sipper"," serene-grace","swords-dance"," cut"," double-kick"," jump-kick",80,100,70,60,70,95
587,"emolga",150,4,50,"electric","flying","static"," motor-drive",NA,"cut"," tail-whip"," solar-beam"," thunder-shock",55,75,60,75,60,103
588,"karrablast",63,5,59,"bug",NA,"swarm"," shed-skin"," no-guard","swords-dance"," cut"," headbutt"," horn-attack",50,75,45,40,45,60
589,"escavalier",173,10,330,"bug","steel","swarm"," shell-armor"," overcoat","swords-dance"," cut"," headbutt"," fury-attack",70,135,105,60,105,20
590,"foongus",59,2,10,"grass","poison","effect-spore"," regenerator",NA,"body-slam"," absorb"," mega-drain"," growth",69,55,45,55,55,15
591,"amoonguss",162,6,105,"grass","poison","effect-spore"," regenerator",NA,"body-slam"," hyper-beam"," absorb"," mega-drain",114,85,70,85,80,30
592,"frillish",67,12,330,"water","ghost","water-absorb"," cursed-body"," damp","bind"," poison-sting"," mist"," water-gun",55,40,50,65,85,40
593,"jellicent",168,22,1350,"water","ghost","water-absorb"," cursed-body"," damp","bind"," poison-sting"," water-gun"," hydro-pump",100,60,70,85,105,60
594,"alomomola",165,12,316,"water",NA,"healer"," hydration"," regenerator","pound"," double-slap"," body-slam"," take-down",165,75,80,40,45,65
595,"joltik",64,1,6,"bug","electric","compound-eyes"," unnerve"," swarm","cut"," poison-sting"," pin-missile"," disable",50,47,50,57,50,65
596,"galvantula",165,8,143,"bug","electric","compound-eyes"," unnerve"," swarm","cut"," poison-sting"," pin-missile"," hyper-beam",70,77,60,97,60,108
597,"ferroseed",61,6,188,"grass","steel","iron-barbs",NA,NA,"tackle"," pin-missile"," leech-seed"," solar-beam",44,50,91,24,86,10
598,"ferrothorn",171,10,1100,"grass","steel","iron-barbs"," anticipation",NA,"swords-dance"," cut"," tackle"," pin-missile",74,94,131,54,116,20
599,"klink",60,3,210,"steel",NA,"plus"," minus"," clear-body","vice-grip"," bind"," hyper-beam"," thunder-shock",40,55,70,45,60,30
600,"klang",154,6,510,"steel",NA,"plus"," minus"," clear-body","vice-grip"," bind"," hyper-beam"," thunder-shock",60,80,95,70,85,50
601,"klinklang",234,6,810,"steel",NA,"plus"," minus"," clear-body","vice-grip"," bind"," hyper-beam"," thunder-shock",60,100,115,70,85,90
602,"tynamo",55,2,3,"electric",NA,"levitate",NA,NA,"tackle"," thunder-wave"," spark"," charge",35,55,40,45,40,60
603,"eelektrik",142,12,220,"electric",NA,"levitate",NA,NA,"bind"," headbutt"," body-slam"," take-down",65,85,70,75,70,40
604,"eelektross",232,21,805,"electric",NA,"levitate",NA,NA,"fire-punch"," thunder-punch"," cut"," bind",85,115,80,105,80,50
605,"elgyem",67,5,90,"psychic",NA,"telepathy"," synchronize"," analytic","headbutt"," growl"," disable"," psybeam",55,55,55,85,55,30
606,"beheeyem",170,10,345,"psychic",NA,"telepathy"," synchronize"," analytic","headbutt"," growl"," psybeam"," hyper-beam",75,75,75,125,95,40
607,"litwick",55,3,31,"ghost","fire","flash-fire"," flame-body"," infiltrator","acid"," ember"," flamethrower"," solar-beam",50,30,55,65,55,20
608,"lampent",130,6,130,"ghost","fire","flash-fire"," flame-body"," infiltrator","ember"," flamethrower"," solar-beam"," fire-spin",60,40,60,95,60,55
609,"chandelure",234,10,343,"ghost","fire","flash-fire"," flame-body"," infiltrator","ember"," flamethrower"," hyper-beam"," solar-beam",60,55,90,145,90,80
610,"axew",64,6,180,"dragon",NA,"rivalry"," mold-breaker"," unnerve","scratch"," guillotine"," razor-wind"," swords-dance",46,87,60,30,40,57
611,"fraxure",144,10,360,"dragon",NA,"rivalry"," mold-breaker"," unnerve","scratch"," guillotine"," swords-dance"," cut",66,117,70,40,50,67
612,"haxorus",243,18,1055,"dragon",NA,"rivalry"," mold-breaker"," unnerve","scratch"," guillotine"," swords-dance"," cut",76,147,90,60,70,97
613,"cubchoo",61,5,85,"ice",NA,"snow-cloak"," slush-rush"," rattled","mega-punch"," ice-punch"," cut"," mega-kick",55,70,40,60,40,40
614,"beartic",177,26,2600,"ice",NA,"snow-cloak"," slush-rush"," swift-swim","mega-punch"," ice-punch"," swords-dance"," cut",95,130,80,70,80,50
615,"cryogonal",180,11,1480,"ice",NA,"levitate",NA,NA,"bind"," body-slam"," take-down"," mist",80,50,50,95,135,105
616,"shelmet",61,4,77,"bug",NA,"hydration"," shell-armor"," overcoat","body-slam"," double-edge"," acid"," absorb",50,40,85,40,65,25
617,"accelgor",173,8,253,"bug",NA,"hydration"," sticky-hold"," unburden","body-slam"," acid"," hyper-beam"," absorb",80,70,40,100,60,145
618,"stunfisk",165,7,110,"ground","electric","static"," limber"," sand-veil","tackle"," water-gun"," surf"," thunder-shock",109,66,84,81,99,32
619,"mienfoo",70,9,200,"fighting",NA,"inner-focus"," regenerator"," reckless","pound"," double-slap"," mega-punch"," swords-dance",45,85,50,55,50,65
620,"mienshao",179,14,355,"fighting",NA,"inner-focus"," regenerator"," reckless","pound"," double-slap"," mega-punch"," swords-dance",65,125,60,95,60,105
621,"druddigon",170,16,1390,"dragon",NA,"rough-skin"," sheer-force"," mold-breaker","mega-punch"," fire-punch"," thunder-punch"," scratch",77,120,90,60,90,48
622,"golett",61,10,920,"ground","ghost","iron-fist"," klutz"," no-guard","pound"," mega-punch"," fire-punch"," ice-punch",59,74,50,35,50,35
623,"golurk",169,28,3300,"ground","ghost","iron-fist"," klutz"," no-guard","pound"," mega-punch"," fire-punch"," ice-punch",89,124,80,55,80,55
624,"pawniard",68,5,102,"dark","steel","defiant"," inner-focus"," pressure","scratch"," guillotine"," swords-dance"," cut",45,85,70,40,40,60
625,"bisharp",172,16,700,"dark","steel","defiant"," inner-focus"," pressure","scratch"," guillotine"," swords-dance"," cut",65,125,100,60,70,70
626,"bouffalant",172,16,946,"normal",NA,"reckless"," sap-sipper"," soundproof","swords-dance"," cut"," stomp"," headbutt",95,110,95,40,95,55
627,"rufflet",70,5,105,"normal","flying","keen-eye"," sheer-force"," hustle","cut"," wing-attack"," whirlwind"," fly",70,83,50,37,50,60
628,"braviary",179,15,410,"normal","flying","keen-eye"," sheer-force"," defiant","cut"," wing-attack"," whirlwind"," fly",100,123,75,57,75,80
629,"vullaby",74,5,90,"dark","flying","big-pecks"," overcoat"," weak-armor","cut"," gust"," whirlwind"," fly",70,55,75,45,65,60
630,"mandibuzz",179,12,395,"dark","flying","big-pecks"," overcoat"," weak-armor","cut"," gust"," whirlwind"," fly",110,65,105,55,95,80
631,"heatmor",169,14,580,"fire",NA,"gluttony"," flash-fire"," white-smoke","fire-punch"," thunder-punch"," cut"," bind",85,97,66,105,66,65
632,"durant",169,3,330,"bug","steel","swarm"," hustle"," truant","vice-grip"," guillotine"," cut"," sand-attack",58,109,112,48,48,109
633,"deino",60,8,173,"dark","dragon","hustle",NA,NA,"slam"," headbutt"," tackle"," body-slam",52,65,50,45,50,38
634,"zweilous",147,14,500,"dark","dragon","hustle",NA,NA,"slam"," headbutt"," tackle"," body-slam",72,85,70,65,70,58
635,"hydreigon",270,18,1600,"dark","dragon","levitate",NA,NA,"fly"," slam"," headbutt"," tackle",92,105,90,125,90,98
636,"larvesta",72,11,288,"bug","fire","flame-body"," swarm",NA,"body-slam"," take-down"," thrash"," double-edge",55,85,55,50,55,60
637,"volcarona",248,16,460,"bug","fire","flame-body"," swarm",NA,"gust"," whirlwind"," fly"," body-slam",85,60,65,135,105,100
638,"cobalion",261,21,2500,"steel","fighting","justified",NA,NA,"swords-dance"," cut"," double-kick"," body-slam",91,90,129,90,72,108
639,"terrakion",261,19,2600,"rock","fighting","justified",NA,NA,"swords-dance"," cut"," double-kick"," body-slam",91,129,90,72,90,108
640,"virizion",261,20,2000,"grass","fighting","justified",NA,NA,"swords-dance"," cut"," double-kick"," body-slam",91,90,72,90,129,108
641,"tornadus-incarnate",261,15,630,"flying",NA,"prankster"," defiant",NA,"gust"," fly"," tackle"," body-slam",79,115,70,125,80,111
642,"thundurus-incarnate",261,15,610,"electric","flying","prankster"," defiant",NA,"thunder-punch"," fly"," tackle"," body-slam",79,115,70,125,80,111
643,"reshiram",306,32,3300,"dragon","fire","turboblaze",NA,NA,"cut"," fly"," body-slam"," take-down",100,120,100,150,120,90
644,"zekrom",306,29,3450,"dragon","electric","teravolt",NA,NA,"thunder-punch"," cut"," fly"," body-slam",100,150,120,120,100,90
645,"landorus-incarnate",270,15,680,"ground","flying","sand-force"," sheer-force",NA,"swords-dance"," fly"," tackle"," body-slam",89,125,90,115,80,101
646,"kyurem",297,30,3250,"dragon","ice","pressure",NA,NA,"cut"," fly"," body-slam"," take-down",125,130,90,130,90,95
647,"keldeo-ordinary",261,14,485,"water","fighting","justified",NA,NA,"swords-dance"," cut"," double-kick"," take-down",91,72,90,129,90,108
648,"meloetta-aria",270,6,65,"normal","psychic","serene-grace",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," swords-dance",100,77,77,128,128,90
