show_id,type,title,release_year,rating,listed_in
s1550,Movie,The Professor and the Madman,2019,TV-14,"Dramas, Independent Movies"
s1551,Movie,A California Christmas,2020,PG-13,"Comedies, Romantic Movies"
s1552,TV Show,Hilda,2021,TV-Y7,Kids' TV
s1553,TV Show,Tiny Pretty Things,2020,TV-MA,"TV Dramas, TV Mysteries, TV Thrillers"
s1554,Movie,The Netflix Afterparty: The Best Shows of The Worst Year,2020,TV-MA,Comedies
s1555,TV Show,Children of Adam,2020,TV-14,"International TV Shows, TV Dramas, TV Thrillers"
s1556,TV Show,Grizzy et les Lemmings,2018,TV-Y,"Kids' TV, TV Comedies"
s1557,Movie,A Trash Truck Christmas,2020,TV-Y,Children & Family Movies
s1558,Movie,Canvas,2020,G,"Children & Family Movies, Dramas"
s1559,Movie,Giving Voice,2020,PG-13,Documentaries
s1560,TV Show,The Mess You Leave Behind,2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s1561,Movie,The Prom,2020,PG-13,"Comedies, LGBTQ Movies, Music & Musicals"
s1562,Movie,Torbaaz,2020,TV-MA,"Dramas, International Movies, Sports Movies"
s1563,TV Show,Alice in Borderland,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Mysteries"
s1564,Movie,Funny Boy,2020,TV-MA,"Dramas, LGBTQ Movies"
s1565,TV Show,Futmalls.com,2020,TV-14,"Crime TV Shows, International TV Shows, TV Dramas"
s1566,Movie,Just The Way You Are,2016,TV-G,"International Movies, Romantic Movies"
s1567,Movie,She's the One,2013,TV-14,"Dramas, International Movies, Romantic Movies"
s1568,Movie,The Panti Sisters,2019,TV-MA,"Comedies, International Movies, LGBTQ Movies"
s1569,Movie,"Kalel, 15",2019,TV-MA,"Dramas, Independent Movies, International Movies"
s1570,TV Show,Masameer Classics,2013,TV-14,"International TV Shows, TV Comedies"
s1571,TV Show,Once Upon a Time,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas"
s1572,Movie,Rose Island,2020,TV-14,"Comedies, Dramas, International Movies"
s1573,TV Show,The Big Show Show,2020,TV-G,"Kids' TV, TV Comedies"
s1574,TV Show,The Expanding Universe of Ashley Garcia,2020,TV-PG,"Kids' TV, TV Comedies, Teen TV Shows"
s1575,TV Show,The Surgeon's Cut,2020,TV-14,"Docuseries, Science & Nature TV"
s1576,Movie,André & his olive tree,2020,TV-PG,"Documentaries, International Movies"
s1577,Movie,Bobbleheads The Movie,2020,PG,"Children & Family Movies, Comedies"
s1578,Movie,Emicida: AmarElo - It’s All For Yesterday,2020,TV-MA,"Documentaries, International Movies, Music & Musicals"
s1579,TV Show,Juman,2019,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas"
s1580,TV Show,Mr. Iglesias,2020,TV-14,"TV Comedies, Teen TV Shows"
s1581,Movie,Spirit Riding Free: Ride Along Adventure,2020,TV-Y7,Children & Family Movies
s1582,Movie,Super Monsters: Santa’s Super Monster Helpers,2020,TV-Y,Children & Family Movies
s1583,Movie,Triple 9,2016,R,"Dramas, Thrillers"
s1584,TV Show,100 Days My Prince,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas"
s1585,Movie,Ava,2020,R,"Action & Adventure, Dramas"
s1586,TV Show,Manhunt: Deadly Games,2020,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries"
s1587,TV Show,Room 2806: The Accusation,2020,TV-MA,"Crime TV Shows, Docuseries, International TV Shows"
s1588,TV Show,Detention,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror"
s1589,Movie,Mighty Express: A Mighty Christmas,2020,TV-Y,Children & Family Movies
s1590,TV Show,Bhaag Beanie Bhaag,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s1591,TV Show,Big Mouth,2020,TV-MA,TV Comedies
s1592,Movie,Captain Underpants Mega Blissmas,2020,TV-Y7,"Children & Family Movies, Comedies"
s1593,Movie,Christmas Crossfire,2020,TV-MA,"Comedies, International Movies, Thrillers"
s1594,TV Show,Kings of Jo'Burg,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s1595,Movie,Leyla Everlasting,2020,TV-MA,"Comedies, International Movies"
s1596,Movie,MANK,2020,R,"Dramas, Independent Movies"
s1597,TV Show,The Great British Baking Show: Holidays,2020,TV-MA,"British TV Shows, Reality TV"
s1598,Movie,You Are My Home,2020,TV-PG,"Children & Family Movies, Dramas"
s1599,Movie,Between Maybes,2019,TV-14,"Dramas, International Movies, Romantic Movies"
s1600,Movie,Break,2018,TV-MA,"Comedies, Dramas, International Movies"
s1601,Movie,Chico Bon Bon and the Very Berry Holiday,2020,TV-Y,Children & Family Movies
s1602,Movie,Just Another Christmas,2020,TV-MA,"Comedies, International Movies"
s1603,Movie,Must Be... Love,2013,TV-14,"Comedies, Dramas, International Movies"
s1604,TV Show,Alien Worlds,2020,TV-PG,"British TV Shows, Docuseries, International TV Shows"
s1605,Movie,Ari Eldjárn: Pardon My Icelandic,2020,TV-MA,Stand-Up Comedy
s1606,TV Show,Check The Store Next Door: The Next Chapter,2020,TV-14,"International TV Shows, TV Comedies, TV Dramas"
s1607,Movie,Fierce,2020,TV-MA,"Comedies, Dramas, International Movies"
s1608,Movie,Hazel Brugger: Tropical,2020,TV-MA,Stand-Up Comedy
s1609,Movie,3 Days to Kill,2014,PG-13,Action & Adventure
s1610,Movie,Angela's Christmas Wish,2020,TV-Y,Children & Family Movies
s1611,Movie,Angels & Demons,2009,PG-13,Thrillers
s1612,TV Show,Are You The One,2014,TV-14,Reality TV
s1613,Movie,Chef,2014,R,"Comedies, Independent Movies"
s1614,Movie,Effie Gray,2014,PG-13,"Dramas, International Movies, Romantic Movies"
s1615,TV Show,Gormiti,2018,TV-Y,Kids' TV
s1616,TV Show,Ink Master,2012,TV-14,Reality TV
s1617,Movie,Monster House,2006,PG,"Children & Family Movies, Comedies"
s1618,Movie,Natalie Palamides: Nate - A One Man Show,2020,TV-MA,Comedies
s1619,TV Show,Octonauts,2015,TV-Y,"British TV Shows, Kids' TV"
s1620,TV Show,Oddbods,2017,TV-Y,"Kids' TV, TV Comedies"
s1621,Movie,Peppermint,2018,R,Action & Adventure
s1622,Movie,Quigley Down Under,1990,PG-13,Action & Adventure
s1623,TV Show,Stargate SG-1,2006,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s1624,TV Show,The Bachelorette,2010,TV-14,"Reality TV, Romantic TV Shows"
s1625,Movie,The Da Vinci Code,2006,PG-13,Thrillers
s1626,TV Show,The Guest,2018,TV-14,"International TV Shows, TV Horror, TV Mysteries"
s1627,Movie,The Happytime Murders,2018,R,"Action & Adventure, Comedies"
s1628,TV Show,The Holiday Movies That Made Us,2020,TV-PG,Docuseries
s1629,TV Show,The Repair Shop,2018,TV-PG,"British TV Shows, Reality TV"
s1630,Movie,U-Turn,2020,TV-MA,"Horror Movies, International Movies"
s1631,Movie,Finding Agnes,2020,TV-PG,"Dramas, International Movies"
s1632,Movie,Rust Creek,2018,R,Thrillers
s1633,Movie,Spookley and the Christmas Kittens,2019,TV-Y,Children & Family Movies
s1634,Movie,The 2nd,2020,TV-MA,Action & Adventure
s1635,TV Show,The Uncanny Counter,2020,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas"
s1636,Movie,A Go! Go! Cory Carson Christmas,2020,TV-Y,Children & Family Movies
s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,2020,TV-PG,"Children & Family Movies, Documentaries"
s1638,Movie,Don’t Listen,2020,TV-MA,"Horror Movies, International Movies"
s1639,TV Show,Fabulous Lives of Bollywood Wives,2020,TV-MA,"International TV Shows, Reality TV"
s1640,TV Show,Heartbreak High,1999,TV-14,"International TV Shows, TV Dramas, Teen TV Shows"
s1641,TV Show,Over Christmas,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s1642,TV Show,Sugar Rush Christmas,2020,TV-14,Reality TV
s1643,Movie,The Beast,2020,TV-MA,"Action & Adventure, International Movies"
s1644,Movie,The Call,2020,TV-MA,"International Movies, Thrillers"
s1645,Movie,Fantastica,2018,TV-PG,"Comedies, International Movies, LGBTQ Movies"
s1646,Movie,Larry the Cable Guy: Remain Seated,2020,TV-14,Stand-Up Comedy
s1647,Movie,Mosul,2020,TV-MA,"Action & Adventure, Dramas, International Movies"
s1648,Movie,Unexpectedly Yours,2017,TV-14,"Comedies, International Movies, Romantic Movies"
s1649,Movie,Ghosts of War,2020,R,Horror Movies
s1650,TV Show,Great Pretender,2020,TV-MA,"Anime Series, Crime TV Shows, International TV Shows"
s1651,Movie,Shawn Mendes: Live in Concert,2020,TV-PG,Music & Musicals
s1652,Movie,The Christmas Chronicles: Part Two,2020,PG,"Children & Family Movies, Comedies"
s1653,Movie,Andhaghaaram,2020,TV-14,"Horror Movies, International Movies, Thrillers"
s1654,Movie,Andhakaaram,2020,TV-14,"Horror Movies, International Movies, Thrillers"
s1655,TV Show,Before 30,2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s1656,Movie,Dragons: Rescue Riders: Huttsgalor Holiday,2020,TV-Y,"Children & Family Movies, Comedies"
s1657,Movie,Hillbilly Elegy,2020,R,Dramas
s1658,Movie,Notes for My Son,2020,TV-MA,"Dramas, International Movies"
s1659,TV Show,Valentino,2020,TV-14,"International TV Shows, TV Comedies, TV Dramas"
s1660,Movie,Hard Kill,2020,R,Action & Adventure
s1661,Movie,Shawn Mendes: In Wonder,2020,TV-MA,"Documentaries, Music & Musicals"
s1662,TV Show,Strongest Deliveryman,2017,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas"
s1663,Movie,The Suit,2018,TV-14,"Action & Adventure, Comedies, International Movies"
s1664,Movie,Dolly Parton’s Christmas on the Square,2020,TV-PG,"Children & Family Movies, Music & Musicals"
s1665,Movie,Machete Kills,2013,R,Action & Adventure
s1666,Movie,40 Sticks,2019,TV-14,"International Movies, Thrillers"
s1667,Movie,Alien Xmas,2020,TV-Y,Children & Family Movies
s1668,TV Show,Flavorful Origins,2020,TV-G,"Docuseries, International TV Shows"
s1669,TV Show,Heart & Soul,2019,TV-14,"International TV Shows, TV Dramas"
s1670,Movie,If Anything Happens I Love You,2020,PG,Dramas
s1671,TV Show,Mismatched,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s1672,Movie,The App That Stole Christmas,2020,TV-PG,"Children & Family Movies, Comedies"
s1673,TV Show,Voices of Fire,2020,TV-PG,"Docuseries, Reality TV"
s1674,Movie,Black Friday,2004,TV-MA,"Dramas, International Movies"
s1675,Movie,Bodyguard,2011,TV-14,"Action & Adventure, Comedies, International Movies"
s1676,Movie,Break Ke Baad,2010,TV-14,"Comedies, International Movies, Music & Musicals"
s1677,Movie,Hawaizaada,2015,TV-14,"Dramas, International Movies, Romantic Movies"
s1678,Movie,My Amnesia Girl,2010,TV-14,"International Movies, Romantic Movies"
s1679,Movie,Raman Raghav 2.0,2016,TV-MA,"International Movies, Thrillers"
s1680,Movie,Singham,2011,TV-14,"Action & Adventure, Dramas, International Movies"
s1681,Movie,TE3N,2016,TV-14,"Dramas, International Movies, Thrillers"
s1682,Movie,The Princess Switch: Switched Again,2020,TV-G,"Children & Family Movies, Comedies, Dramas"
s1683,Movie,Three Words to Forever,2018,TV-G,"Comedies, Dramas, International Movies"
s1684,Movie,Well Done Abba,2009,TV-14,"Comedies, International Movies"
s1685,TV Show,Holiday Home Makeover with Mr. Christmas,2020,TV-G,Reality TV
s1686,Movie,Ainu Mosir,2020,TV-PG,"Dramas, International Movies"
s1687,Movie,Kevin Hart: Zero F**ks Given,2020,TV-MA,Stand-Up Comedy
s1688,TV Show,The Boss Baby: Back in Business,2020,TV-Y7,"Kids' TV, TV Comedies"
s1689,TV Show,We Are the Champions,2020,TV-MA,"Docuseries, Reality TV"
s1690,Movie,Loving,2016,PG-13,"Dramas, Romantic Movies"
s1691,Movie,Whose Streets?,2017,R,Documentaries
s1692,Movie,A Very Country Christmas,2017,TV-G,"Music & Musicals, Romantic Movies"
s1693,TV Show,America's Next Top Model,2013,TV-14,Reality TV
s1694,TV Show,Beyblade Burst Rise,2019,TV-Y,"Anime Series, Kids' TV"
s1695,Movie,Cloudy with a Chance of Meatballs 2,2013,PG,"Children & Family Movies, Comedies"
s1696,Movie,Hometown Holiday,2018,TV-G,Romantic Movies
s1697,TV Show,Polly Pocket,2021,TV-Y,Kids' TV
s1698,TV Show,Survivor,2014,TV-14,Reality TV
s1699,TV Show,The Crown,2020,TV-MA,"British TV Shows, International TV Shows, TV Dramas"
s1700,Movie,White Christmas,1954,TV-G,"Children & Family Movies, Classic Movies, Comedies"
s1701,Movie,Killer Cove,2019,TV-14,Thrillers
s1702,TV Show,American Horror Story,2019,TV-MA,"TV Horror, TV Mysteries, TV Thrillers"
s1703,Movie,Fukrey Boyzzz: Space Mein Fukrapanti,2020,TV-Y7,"Children & Family Movies, Comedies"
s1704,Movie,Jingle Jangle: A Christmas Journey,2020,PG,"Children & Family Movies, Music & Musicals"
s1705,Movie,The Beginning of Life 2: Outside,2020,TV-PG,"Documentaries, International Movies"
s1706,Movie,The Life Ahead,2020,PG-13,"Dramas, International Movies"
s1707,TV Show,The Minions of Midas,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s1708,Movie,A Very Special Love,2008,TV-G,"International Movies, Romantic Movies"
s1709,TV Show,Ethos,2020,TV-MA,"International TV Shows, TV Dramas"
s1710,Movie,First Love,2018,TV-MA,"Dramas, International Movies, Romantic Movies"
s1711,Movie,Fruitvale Station,2013,R,"Dramas, Independent Movies"
s1712,TV Show,Graceful Friends,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s1713,Movie,Ludo,2020,TV-MA,"Comedies, Dramas, International Movies"
s1714,Movie,Memories of a Teenager,2019,TV-MA,"Dramas, International Movies, LGBTQ Movies"
s1715,Movie,Prom Night,2008,PG-13,Horror Movies
s1716,TV Show,A Queen Is Born,2020,TV-14,"International TV Shows, Reality TV"
s1717,TV Show,Aunty Donna's Big Ol' House of Fun,2020,TV-MA,TV Comedies
s1718,TV Show,The Liberator,2020,TV-MA,"TV Action & Adventure, TV Dramas"
s1719,TV Show,Trial 4,2020,TV-MA,"Crime TV Shows, Docuseries"
s1720,Movie,We Are All For The Fatherland,1979,TV-14,"Documentaries, International Movies"
s1721,Movie,What We Wanted,2020,TV-MA,"Dramas, International Movies"
s1722,TV Show,A Lion in the House,2006,TV-14,TV Shows
s1723,TV Show,DASH & LILY,2020,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas"
s1724,TV Show,Bakugan: Armored Alliance,2020,TV-Y7,"Anime Series, Kids' TV"
s1725,TV Show,Bakugan: Battle Planet,2018,TV-PG,"Anime Series, Kids' TV"
s1726,Movie,Citation,2020,TV-MA,"Dramas, International Movies"
s1727,TV Show,Country Ever After,2020,TV-PG,Reality TV
s1728,Movie,Girl's Revenge,2020,TV-MA,"Dramas, International Movies"
s1729,Movie,The Endless Trench,2019,TV-MA,"Dramas, Independent Movies, International Movies"
s1730,Movie,The Late Bloomer,2016,R,Comedies
s1731,TV Show,Wrong Kind of Black,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas"
s1732,Movie,A New York Christmas Wedding,2020,TV-MA,"Dramas, LGBTQ Movies, Romantic Movies"
s1733,Movie,Alone/Together,2019,TV-14,"Dramas, International Movies, Romantic Movies"
s1734,TV Show,Carmel: Who Killed Maria Marta?,2020,TV-14,"Crime TV Shows, Docuseries, International TV Shows"
s1735,Movie,Midnight at the Magnolia,2020,TV-G,"Comedies, Romantic Movies"
s1736,Movie,One More Try,2012,TV-14,"Dramas, International Movies, Romantic Movies"
s1737,Movie,Operation Christmas Drop,2020,TV-G,"Children & Family Movies, Comedies, Romantic Movies"
s1738,TV Show,Paranormal,2020,TV-14,"International TV Shows, TV Dramas, TV Horror"
s1739,Movie,A Christmas Catch,2018,TV-G,"Dramas, Romantic Movies"
s1740,Movie,Christmas with a Prince,2018,TV-PG,"Comedies, Dramas, Romantic Movies"
s1741,TV Show,Love & Anarchy,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s1742,Movie,Miss India,2020,TV-PG,"Dramas, International Movies"
s1743,Movie,Felix Lobrecht: Hype,2020,TV-MA,Stand-Up Comedy
s1744,Movie,MOTHER,2020,TV-14,"Dramas, International Movies"
s1745,Movie,The Beginning of Life,2016,TV-PG,"Documentaries, International Movies"
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,2020,TV-PG,Documentaries
s1747,TV Show,Can You Hear Me?,2020,TV-MA,"International TV Shows, TV Comedies, TV Dramas"
s1748,Movie,Prospect,2018,R,"Sci-Fi & Fantasy, Thrillers"
s1749,TV Show,60 Days In,2019,TV-MA,Reality TV
s1750,Movie,Christmas Break-In,2019,TV-PG,"Children & Family Movies, Comedies"
s1751,TV Show,Dawson's Creek,2002,TV-14,"Romantic TV Shows, TV Dramas, Teen TV Shows"
s1752,Movie,Elf Pets: A Fox Cub’s Christmas Tale,2020,TV-Y,Children & Family Movies
s1753,Movie,Elf Pets: Santa’s Reindeer Rescue,2020,TV-Y,Children & Family Movies
s1754,Movie,Elliot the Littlest Reindeer,2018,PG,Children & Family Movies
s1755,TV Show,Forged in Fire,2019,TV-14,Reality TV
s1756,TV Show,Leah Remini: Scientology and the Aftermath,2018,TV-14,Docuseries
s1757,TV Show,LEGO Jurassic World: Legend of Isla Nublar,2019,TV-Y,Kids' TV
s1758,TV Show,LEGO Jurassic World: Secret Exhibit,2018,TV-Y,Kids' TV
s1759,TV Show,LEGO Ninjago,2020,TV-Y7,Kids' TV
s1760,TV Show,LEGO Ninjago: Masters of Spinjitzu,2019,TV-Y7,Kids' TV
s1761,TV Show,LEGO: CITY Adventures,2019,TV-Y,"Kids' TV, TV Comedies"
s1762,Movie,Little Monsters,1989,PG,"Children & Family Movies, Comedies"
s1763,Movie,Mile 22,2018,R,Action & Adventure
s1764,Movie,Piercing,2018,R,"Dramas, Independent Movies, Thrillers"
s1765,Movie,Snowden,2016,R,"Dramas, Thrillers"
s1766,TV Show,The Garfield Show,2018,TV-Y,"Kids' TV, TV Comedies"
s1767,TV Show,The Good Detective,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s1768,Movie,The Impossible,2012,PG-13,Dramas
s1769,Movie,The Next Karate Kid,1994,PG,"Action & Adventure, Dramas, Sports Movies"
s1770,TV Show,Voice,2018,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows"
s1771,Movie,Wheels of Fortune,2020,R,"Comedies, Sports Movies"
s1772,TV Show,Afronta! Facing It!,2017,TV-PG,"Docuseries, International TV Shows"
s1773,Movie,The 12th Man,2018,TV-MA,"Action & Adventure, Dramas, International Movies"
s1774,TV Show,Zumbo's Just Desserts,2019,TV-PG,"International TV Shows, Reality TV"
s1775,Movie,Hidden in Plain Sight,2019,TV-14,"Dramas, Independent Movies, Thrillers"
s1776,Movie,His House,2020,TV-14,"Horror Movies, Independent Movies"
s1777,Movie,In Line,2017,TV-14,"Dramas, International Movies"
s1778,Movie,Kaali Khuhi,2020,TV-14,"Horror Movies, International Movies"
s1779,TV Show,Kongsuni and Friends,2020,TV-Y,"Kids' TV, Korean TV Shows"
s1780,TV Show,Marvel's Agents of S.H.I.E.L.D.,2020,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s1781,Movie,Rogue City,2020,TV-MA,"Dramas, International Movies, Thrillers"
s1782,TV Show,Somebody Feed Phil,2020,TV-14,"Docuseries, Reality TV"
s1783,TV Show,Suburra: Blood on Rome,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s1784,Movie,The Day of the Lord,2020,TV-MA,"Horror Movies, International Movies"
s1785,Movie,Pagpag: Nine Lives,2013,TV-14,"Horror Movies, International Movies"
s1786,Movie,Holidate,2020,TV-MA,"Comedies, Romantic Movies"
s1787,Movie,La Gran Ilusión,2016,TV-14,International Movies
s1788,Movie,Metallica Through The Never,2013,R,Music & Musicals
s1789,Movie,Nobody Sleeps in the Woods Tonight,2020,TV-MA,"Horror Movies, International Movies"
s1790,Movie,Secrets of the Saqqara Tomb,2020,TV-PG,Documentaries
s1791,TV Show,Blood of Zeus,2020,TV-MA,Anime Series
s1792,TV Show,Chico Bon Bon: Monkey with a Tool Belt,2020,TV-Y,Kids' TV
s1793,Movie,Guillermo Vilas: Settling the Score,2020,TV-14,"Documentaries, International Movies, Sports Movies"
s1794,Movie,Sarah Cooper: Everything's Fine,2020,TV-MA,Comedies
s1795,TV Show,The Devil Punisher,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Mysteries"
s1796,Movie,Ajab Prem Ki Ghazab Kahani,2009,TV-14,"Comedies, International Movies, Music & Musicals"
s1797,Movie,Black '47,2018,R,"Action & Adventure, Dramas, Independent Movies"
s1798,Movie,I Am Woman,2019,TV-MA,"Dramas, Music & Musicals"
s1799,Movie,Alice Junior,2019,TV-MA,"Comedies, International Movies, LGBTQ Movies"
s1800,TV Show,Barbarians,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas"
s1801,TV Show,Move,2020,TV-MA,"Docuseries, International TV Shows"
s1802,Movie,Over the Moon,2020,PG,"Children & Family Movies, Music & Musicals"
s1803,Movie,Shattered Memories,2018,TV-14,"Dramas, Thrillers"
s1804,TV Show,Stolen Away,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
